Company,Calculated_NAICS,Target_NAICS,Is_Target_Match,Confidence,Match_Reasoning,Business_Status,Review_Count,Has_Reviews,Latitude,Longitude,Street_Address,City,State,Zip_Code,Operating_Hours,Hard_Attributes,Price_Level,Business_Website,Employees_Estimated,Year_Established,Last_Review_Date
Moonlight Cafe,722515,722515,TRUE,High,"Moonlight Cafe operates in the afternoon and evening, but it serves breakfast items and has a strong focus on coffee-based drinks, which aligns with the characteristics of a coffee shop. The positive reviews emphasize the quality of coffee and the cafe's inviting atmosphere, supporting its classification as a coffee shop.",Active,5,Yes,44.9485242,-93.2815053,"200 W Lake St Suite 303, Minneapolis, MN 55408, USA",Minneapolis,MN,55404,Monday: 1:30??€?€?0:00??PM; Tuesday: Closed; Wednesday: 1:30??€?€?0:00??PM; Thursday: 1:30??€?€?0:00??PM; Friday: 1:30??€?€?0:00??PM; Saturday: Closed; Sunday: 1:30??€?€?0:00??PM,Breakfast,N/A,,,,2025/11/7
Franklin Cafe,722515,722515,TRUE,High,"Franklin Cafe opens at 8:00 AM, serves breakfast items like crepes, and has a positive morning vibe based on reviews, indicating it operates as a coffee shop.",Active,5,Yes,44.9626029,-93.2397427,"2223 E Franklin Ave, Minneapolis, MN 55404, USA",Minneapolis,MN,55404,Monday: 8:00??AM??€?€?0:00??PM; Tuesday: 8:00??AM??€?€?0:00??PM; Wednesday: 8:00??AM??€?€?0:00??PM; Thursday: 8:00??AM??€?€?0:00??PM; Friday: 8:00??AM??€?€?0:00??PM; Saturday: 8:00??AM??€?€?0:00??PM; Sunday: 8:00??AM??€?€?0:00??PM,None,N/A,,,,2025/11/17
Mawadah Cafe,722515,722515,TRUE,High,"Mawadah Cafe serves breakfast and has a calming vibe, which aligns with the characteristics of a coffee shop. Although the hours are unknown, the focus on coffee and tea, along with positive reviews highlighting a community space, supports the classification as a coffee shop (NAICS 722515).",Active,5,Yes,44.9481395,-93.2688454,"505 E Lake St, Minneapolis, MN 55408, USA",Minneapolis,MN,55404,Unknown,Breakfast,N/A,,,,2026/1/8
Bordertown Coffee,722515,722515,TRUE,High,"Bordertown Coffee operates primarily as a coffee shop, opening early in the morning and serving breakfast and lunch, which aligns with the characteristics of NAICS 722515. The reviews indicate a cozy, inviting atmosphere suitable for a coffee shop, further supporting this classification.",Active,5,Yes,44.9790657,-93.2336512,"315 16th Ave SE, Minneapolis, MN 55414, USA",Minneapolis,MN,55404,Monday: 7:30??AM??€?€?:00??PM; Tuesday: 7:30??AM??€?€?:00??PM; Wednesday: 7:30??AM??€?€?:00??PM; Thursday: 7:30??AM??€?€?:00??PM; Friday: 7:30??AM??€?€?:00??PM; Saturday: 8:00??AM??€?€?:00??PM; Sunday: Closed,"Breakfast, Lunch",1,http://www.bordertowncoffee.org/,,,2025/11/5
Sharif's Coffee,722515,722515,TRUE,Low,"Sharif's Coffee does not open early in the morning and has late-night hours, which suggests it may not primarily function as a coffee shop focused on breakfast. The reviews mention tea and food, but there is no strong indication of a morning vibe or breakfast service.",Active,5,Yes,44.9486844,-93.2817056,"200 W Lake St Suite 121, Minneapolis, MN 55408, USA",Minneapolis,MN,55404,Monday: 10:30??AM??€?€?2:30??AM; Tuesday: 10:00??AM??€?€?2:00??AM; Wednesday: 10:00??AM??€?€?2:00??AM; Thursday: 10:00??AM??€?€?2:30??AM; Friday: 10:00??AM??€?€?2:30??AM; Saturday: 10:00??AM??€?€?2:00??AM; Sunday: 10:00??AM??€?€?2:00??AM,None,N/A,,,,2025/11/1
Muhim?? Caf??,722515,722515,TRUE,High,"Muhim?? Caf?? operates primarily as a coffee shop, opening early in the morning and serving coffee and breakfast items. The reviews indicate a morning vibe with a focus on coffee and a quiet atmosphere suitable for studying, aligning with the characteristics of NAICS 722515.",Active,5,Yes,44.948203,-93.2759264,"115 E Lake St, Minneapolis, MN 55408, USA",Minneapolis,MN,55404,Monday: 8:00??AM??€?€?0:00??PM; Tuesday: 8:00??AM??€?€?0:00??PM; Wednesday: 8:00??AM??€?€?0:00??PM; Thursday: 8:00??AM??€?€?0:00??PM; Friday: 8:00??AM??€?€?1:00??PM; Saturday: 8:00??AM??€?€?1:00??PM; Sunday: 9:00??AM??€?€?0:00??PM,None,N/A,https://www.muhimscafe.com/,,,2026/1/17
Black Bean Coffee,722515,722515,TRUE,High,"Black Bean Coffee operates early hours (5:30 AM - 1:00 PM), serves breakfast items, and has a positive morning vibe as indicated by reviews. This aligns with the characteristics of a coffee shop.",Active,5,Yes,44.9506411,-93.2629596,"2840 Chicago Ave, Minneapolis, MN 55407, USA",Minneapolis,MN,55404,Monday: 5:30??AM??€?€?:00??PM; Tuesday: 5:30??AM??€?€?:00??PM; Wednesday: 5:30??AM??€?€?:00??PM; Thursday: 5:30??AM??€?€?:00??PM; Friday: 5:30??AM??€?€?:00??PM; Saturday: Closed; Sunday: Closed,Breakfast,N/A,https://order.toasttab.com/online/black-bean-coffee-2840-chicago-ave,,,2026/1/6
FIKA Caf??,722515,722515,TRUE,Low,"FIKA Caf?? operates primarily during hours that do not align with typical coffee shop hours, as it opens at 10 AM. It serves breakfast, lunch, and dinner, and offers beer and wine, indicating a broader menu that includes elements of a bar. The reviews suggest a focus on pastries and coffee, but the overall offering leans towards a caf?? with a full meal service rather than a traditional coffee shop.",Active,5,Yes,44.9547332,-93.2660575,"2600 Park Ave, Minneapolis, MN 55407, USA",Minneapolis,MN,55404,Monday: Closed; Tuesday: 10:00??AM??€?€?:00??PM; Wednesday: 10:00??AM??€?€?:00??PM; Thursday: 10:00??AM??€?€?:00??PM; Friday: 10:00??AM??€?€?:00??PM; Saturday: 10:00??AM??€?€?:00??PM; Sunday: 10:00??AM??€?€?:00??PM,"Breakfast, Lunch, Dinner, Beer, Wine",2,https://www.asimn.org/visit/fika-cafe,,,2026/1/6
Disco Death Records & Coffee,722515,722515,TRUE,High,"The establishment operates primarily as a coffee shop, opening early in the morning and serving coffee and breakfast items, which aligns with the NAICS code for Coffee Shops (722515). The reviews highlight a cozy atmosphere and a focus on coffee, further supporting this classification.",Active,5,Yes,44.9554416,-93.288875,"721 W 26th St, Minneapolis, MN 55405, USA",Minneapolis,MN,55404,Monday: 8:00??AM??€?€?:00??PM; Tuesday: 8:00??AM??€?€?:00??PM; Wednesday: 8:00??AM??€?€?:00??PM; Thursday: 8:00??AM??€?€?:00??PM; Friday: 8:00??AM??€?€?:00??PM; Saturday: 8:00??AM??€?€?:00??PM; Sunday: 8:00??AM??€?€?:00??PM,None,N/A,http://discodeathrecords.com/,,,2025/12/28
Seward Cafe,722515,722515,TRUE,High,"Seward Cafe operates primarily during morning hours, serves breakfast, and has a community-focused vibe, aligning with the characteristics of a coffee shop.",Active,5,Yes,44.9626393,-93.2411538,"2129 E Franklin Ave, Minneapolis, MN 55404, USA",Minneapolis,MN,55404,Monday: Closed; Tuesday: Closed; Wednesday: Closed; Thursday: 8:00??AM??€?€?:00??PM; Friday: 8:00??AM??€?€?:00??PM; Saturday: 8:00??AM??€?€?:00??PM; Sunday: 8:00??AM??€?€?:00??PM,"Breakfast, Lunch, Beer, Wine",1,http://sewardcafe.com/,,,2025/10/21
The Kaffebar at Norway House,722515,722515,TRUE,High,"The Kaffebar at Norway House serves breakfast and coffee, has a cozy vibe, and operates during morning hours, aligning with the characteristics of a coffee shop.",Active,3,Yes,44.9625285,-93.260541,"913 E Franklin Ave, Minneapolis, MN 55404, USA",Minneapolis,MN,55404,Monday: Closed; Tuesday: Closed; Wednesday: 10:00??AM??€?€?:00??PM; Thursday: 10:00??AM??€?€?:00??PM; Friday: 10:00??AM??€?€?:00??PM; Saturday: 10:00??AM??€?€?:00??PM; Sunday: Closed,"Breakfast, Lunch, Beer, Wine",N/A,http://www.norwayhouse.org/cafe,,,2023/12/19
Sip Society Coffee,722515,722515,TRUE,High,"Sip Society Coffee operates primarily as a coffee shop, opening at 8 AM and serving breakfast, which aligns with the characteristics of NAICS 722515. The reviews emphasize a welcoming atmosphere and a focus on coffee and specialty drinks, further confirming its classification as a coffee shop.",Active,5,Yes,44.9505303,-93.2942463,"2839 Emerson Ave S, Minneapolis, MN 55408, USA",Minneapolis,MN,55405,Monday: 8:00??AM??€?€?:00??PM; Tuesday: 8:00??AM??€?€?:00??PM; Wednesday: 8:00??AM??€?€?:00??PM; Thursday: 8:00??AM??€?€?:00??PM; Friday: 8:00??AM??€?€?:00??PM; Saturday: 8:00??AM??€?€?:00??PM; Sunday: 8:00??AM??€?€?:00??PM,Breakfast,N/A,https://www.sipsocietycoffee.com/,,,2026/1/17
Lake and Bryant Cafe,722515,722515,TRUE,High,"Lake and Bryant Cafe opens at 7:00 AM, serves breakfast and lunch, and has positive reviews highlighting its breakfast offerings, confirming a morning vibe. This aligns with the characteristics of a coffee shop.",Active,5,Yes,44.9482508,-93.2904797,"821 W Lake St, Minneapolis, MN 55408, USA",Minneapolis,MN,55405,Monday: 7:00??AM??€?€?:00??PM; Tuesday: 7:00??AM??€?€?:00??PM; Wednesday: 7:00??AM??€?€?:00??PM; Thursday: 7:00??AM??€?€?:00??PM; Friday: 7:00??AM??€?€?:00??PM; Saturday: 7:00??AM??€?€?:00??PM; Sunday: 7:00??AM??€?€?:00??PM,"Breakfast, Lunch",2,http://lakeandbryantcafe.com/,,,2026/1/3
Mosaic Coffee Co.,722515,722515,TRUE,High,"Mosaic Coffee Co. operates primarily as a coffee shop, opening early in the morning and serving coffee and breakfast items, which aligns with the NAICS code 722515 for coffee shops.",Active,5,Yes,44.9469041,-93.2985699,"3040 Hennepin Ave, Minneapolis, MN 55408, USA",Minneapolis,MN,55405,Monday: 7:00??AM??€?€?:00??PM; Tuesday: Closed; Wednesday: Closed; Thursday: 7:00??AM??€?€?:00??PM; Friday: 7:00??AM??€?€?:00??PM; Saturday: 8:00??AM??€?€?:00??PM; Sunday: 8:00??AM??€?€?:00??PM,None,N/A,https://www.mosaiccoffeeco.com/,,,2026/1/3
Curioso Coffee Bar: Uptown,722515,722515,TRUE,High,"Curioso Coffee Bar: Uptown operates primarily as a coffee shop, opening early in the morning and serving coffee and breakfast items, which aligns with the NAICS code 722515 for coffee shops.",Active,5,Yes,44.94757,-93.2976669,"3001 Hennepin Ave S Suite 1175, Minneapolis, MN 55408, USA",Minneapolis,MN,55405,Monday: 7:00??AM??€?€?:00??PM; Tuesday: 7:00??AM??€?€?:00??PM; Wednesday: 7:00??AM??€?€?:00??PM; Thursday: 7:00??AM??€?€?:00??PM; Friday: 7:00??AM??€?€?:00??PM; Saturday: 8:00??AM??€?€?:00??PM; Sunday: 8:00??AM??€?€?:00??PM,None,N/A,http://curiosomn.com/,,,2025/9/28
Shortwave Coffee,722515,722515,TRUE,High,"Shortwave Coffee operates during morning hours (7:30 AM - 3:00 PM) and focuses on coffee, with a welcoming atmosphere and positive reviews highlighting its coffee quality. This aligns with the characteristics of a coffee shop, fitting the NAICS code 722515.",Active,5,Yes,44.9482218,-93.3005567,"1477 W Lake St, Minneapolis, MN 55408, USA",Minneapolis,MN,55405,Monday: 7:30??AM??€?€?:00??PM; Tuesday: 7:30??AM??€?€?:00??PM; Wednesday: 7:30??AM??€?€?:00??PM; Thursday: 7:30??AM??€?€?:00??PM; Friday: 7:30??AM??€?€?:00??PM; Saturday: 7:30??AM??€?€?:00??PM; Sunday: 7:30??AM??€?€?:00??PM,None,N/A,,,,2026/1/8
"Five Watt Coffee, Lyndale",722515,722515,TRUE,High,"Five Watt Coffee, Lyndale operates early hours (6:30 AM) and serves breakfast and lunch, aligning with the characteristics of a coffee shop. Reviews emphasize the coffee quality and the morning vibe, confirming its classification as a coffee shop.",Active,5,Yes,44.9414582,-93.2885592,"3350 Lyndale Ave S, Minneapolis, MN 55408, USA",Minneapolis,MN,55405,Monday: 6:30??AM??€?€?:00??PM; Tuesday: 6:30??AM??€?€?:00??PM; Wednesday: 6:30??AM??€?€?:00??PM; Thursday: 6:30??AM??€?€?:00??PM; Friday: 6:30??AM??€?€?:00??PM; Saturday: 6:30??AM??€?€?:00??PM; Sunday: 6:30??AM??€?€?:00??PM,"Breakfast, Lunch",N/A,http://fivewattcoffee.com/,,,2025/11/28
Thesis Coffee Collective,722515,722515,TRUE,High,"Thesis Coffee Collective operates during morning hours (8 AM - 3 PM) and has a focus on coffee with a chill atmosphere, aligning with the characteristics of a coffee shop. The reviews emphasize the quality of coffee and a relaxed vibe, further supporting the classification as a coffee shop under NAICS 722515.",Active,5,Yes,44.945078,-93.2985628,"3142 Hennepin Ave, Minneapolis, MN 55408, USA",Minneapolis,MN,55405,Monday: Closed; Tuesday: 8:00??AM??€?€?:00??PM; Wednesday: 8:00??AM??€?€?:00??PM; Thursday: 8:00??AM??€?€?:00??PM; Friday: 8:00??AM??€?€?:00??PM; Saturday: 8:00??AM??€?€?:00??PM; Sunday: 8:00??AM??€?€?:00??PM,None,N/A,http://www.thesiscoffeeco.com/,,,2025/12/29
Bob's Java Hut,722515,722515,TRUE,High,"Bob's Java Hut opens early in the morning, serves breakfast, and has a strong coffee focus, aligning with the characteristics of a coffee shop (NAICS 722515). The reviews indicate a positive coffee experience, further supporting this classification.",Active,5,Yes,44.95386999999999,-93.287774,"2651 Lyndale Ave S, Minneapolis, MN 55408, USA",Minneapolis,MN,55405,Monday: 7:00??AM??€?€?:00??PM; Tuesday: 7:00??AM??€?€?:00??PM; Wednesday: 7:00??AM??€?€?:00??PM; Thursday: 7:00??AM??€?€?:00??PM; Friday: 7:00??AM??€?€?:00??PM; Saturday: 8:00??AM??€?€?:00??PM; Sunday: 8:00??AM??€?€?:00??PM,Breakfast,1,http://www.bobsjavahut.com/,,,2025/11/22
Isles Bun & Coffee,722515,722515,TRUE,High,"Isles Bun & Coffee opens early (6:30 AM) and serves breakfast, aligning with the characteristics of a coffee shop. The reviews emphasize their baked goods, particularly cinnamon buns, which further supports the coffee shop classification.",Active,5,Yes,44.9521666,-93.2986782,"1424 W 28th St, Minneapolis, MN 55408, USA",Minneapolis,MN,55405,Monday: Closed; Tuesday: 6:30??AM??€?€?:00??PM; Wednesday: 6:30??AM??€?€?:00??PM; Thursday: 6:30??AM??€?€?:00??PM; Friday: 6:30??AM??€?€?:00??PM; Saturday: 6:30??AM??€?€?:00??PM; Sunday: 6:30??AM??€?€?:00??PM,Breakfast,1,http://www.islesbun.com/,,,2026/1/8
Canteen,722515,722515,TRUE,High,"Canteen operates from 7:00 AM to 5:00 PM, serving breakfast and coffee, which aligns with the characteristics of a coffee shop. Reviews indicate a focus on coffee and a comfortable atmosphere, further supporting the classification as NAICS 722515.",Active,5,Yes,44.9430512,-93.2905242,"3255 Bryant Ave S, Minneapolis, MN 55408, USA",Minneapolis,MN,55405,Monday: 7:00??AM??€?€?:00??PM; Tuesday: 7:00??AM??€?€?:00??PM; Wednesday: 7:00??AM??€?€?:00??PM; Thursday: 7:00??AM??€?€?:00??PM; Friday: 7:00??AM??€?€?:00??PM; Saturday: 7:00??AM??€?€?:00??PM; Sunday: 7:30??AM??€?€?:00??PM,Breakfast,1,http://www.canteen3255.com/,,,2026/1/9
Gigi's Cafe,722515,722515,TRUE,High,"Gigi's Cafe operates primarily as a coffee shop, serving breakfast and lunch with a focus on coffee and meals. The hours of operation align with typical coffee shop hours, and the reviews emphasize the breakfast offerings, confirming the morning vibe over a late-night atmosphere.",Active,5,Yes,44.9378387,-93.290424,"824 W 36th St, Minneapolis, MN 55408, USA",Minneapolis,MN,55405,Monday: 7:00??AM??€?€?:00??PM; Tuesday: 7:00??AM??€?€?:00??PM; Wednesday: 7:00??AM??€?€?:00??PM; Thursday: 7:00??AM??€?€?:00??PM; Friday: 7:00??AM??€?€?:00??PM; Saturday: 7:00??AM??€?€?:00??PM; Sunday: 7:00??AM??€?€?:00??PM,"Breakfast, Lunch, Dinner, Beer, Wine",2,https://www.gigisuptown.com/,,,2025/12/29
M?? Marketplace Cafe,722515,722515,TRUE,High,"M?? Marketplace Cafe operates primarily during morning hours, serves breakfast and lunch, and has a cozy atmosphere, aligning with the characteristics of a coffee shop. The focus on healthy food and drinks further supports its classification under NAICS 722515.",Active,5,Yes,44.9487217,-93.3219309,"3252 W Lake St Suite B, Minneapolis, MN 55416, USA",Minneapolis,MN,55405,Monday: 7:00??AM??€?€?:00??PM; Tuesday: 7:00??AM??€?€?:00??PM; Wednesday: 7:00??AM??€?€?:00??PM; Thursday: 7:00??AM??€?€?:00??PM; Friday: 7:00??AM??€?€?:00??PM; Saturday: 8:00??AM??€?€?:00??PM; Sunday: 8:00??AM??€?€?:00??PM,"Breakfast, Lunch",2,http://themarketplacebymov.com/,,,2025/10/25
Rustica,722515,722515,TRUE,High,"Rustica operates from 7 AM to 5 PM, serves breakfast, and has a strong coffee and bakery focus, aligning with the characteristics of a coffee shop (NAICS 722515).",Active,5,Yes,44.949452,-93.320241,"3224 W Lake St, Minneapolis, MN 55416, USA",Minneapolis,MN,55405,Monday: 7:00??AM??€?€?:00??PM; Tuesday: 7:00??AM??€?€?:00??PM; Wednesday: 7:00??AM??€?€?:00??PM; Thursday: 7:00??AM??€?€?:00??PM; Friday: 7:00??AM??€?€?:00??PM; Saturday: 7:00??AM??€?€?:00??PM; Sunday: 7:00??AM??€?€?:00??PM,Breakfast,2,http://www.rusticabakery.com/,,,2025/12/20
Mochinut,722515,722515,TRUE,Low,"Mochinut operates primarily in the afternoon and evening, does not serve breakfast, and focuses on treats like mochi donuts and bubble tea, which aligns more with a dessert shop rather than a traditional coffee shop. The absence of breakfast offerings and the late opening hours suggest it may not fit the NAICS code for coffee shops.",Active,5,Yes,44.94906049999999,-93.3198288,"3206 W Lake St, Minneapolis, MN 55416, USA",Minneapolis,MN,55405,Monday: 10:30??AM??€?€?:00??PM; Tuesday: Closed; Wednesday: 10:30??AM??€?€?:00??PM; Thursday: 10:30??AM??€?€?:00??PM; Friday: 10:30??AM??€?€?:30??PM; Saturday: 10:30??AM??€?€?:30??PM; Sunday: 10:30??AM??€?€?:00??PM,None,2,http://www.mochinut.com/,,,2026/1/9
Caribou Coffee,722515,722515,TRUE,High,"Caribou Coffee operates as a coffee shop, opening early at 6 AM and serving breakfast and lunch, which aligns with the characteristics of NAICS 722515. The reviews indicate a cozy coffee vibe, further confirming its classification as a coffee shop.",Active,5,Yes,44.9486741,-93.2999083,"1450 W Lake St, Minneapolis, MN 55408, USA",Minneapolis,MN,55405,Monday: 6:00??AM??€?€?:00??PM; Tuesday: 6:00??AM??€?€?:00??PM; Wednesday: 6:00??AM??€?€?:00??PM; Thursday: 6:00??AM??€?€?:00??PM; Friday: 6:00??AM??€?€?:00??PM; Saturday: 6:00??AM??€?€?:00??PM; Sunday: 6:00??AM??€?€?:00??PM,"Breakfast, Lunch",2,https://locations.cariboucoffee.com/us/mn/minneapolis/1450-west-lake-street,,,2025/12/14
Baba's Hummus House & Mana'eesh Bakery,722515,722515,TRUE,Low,"Baba's Hummus House & Mana'eesh Bakery does not open early in the morning and primarily serves lunch and dinner, which aligns more with a restaurant than a coffee shop. The reviews focus on Middle Eastern food rather than coffee or breakfast items.",Active,5,Yes,44.9602587,-93.288418,"2220 Lyndale Ave S, Minneapolis, MN 55405, USA",Minneapolis,MN,55405,Monday: 11:00??AM??€?€?:00??PM; Tuesday: 11:00??AM??€?€?:00??PM; Wednesday: 11:00??AM??€?€?:00??PM; Thursday: 11:00??AM??€?€?:00??PM; Friday: Closed; Saturday: 10:00??AM??€?€?:00??PM; Sunday: 10:00??AM??€?€?:00??PM,"Lunch, Dinner",2,https://lovebabas.com/pages/babas-cafe#,,,2026/1/11
Sencha Tea Bar - Uptown,722515,722515,TRUE,High,"Sencha Tea Bar - Uptown operates during hours that suggest a focus on daytime activities, specifically from 10 AM to 9 PM, which aligns with a coffee/tea shop rather than a bar. The presence of breakfast offerings and positive reviews about the atmosphere further support its classification as a coffee shop.",Active,5,Yes,44.955405,-93.2966421,"2601 Hennepin Ave S, Minneapolis, MN 55408, USA",Minneapolis,MN,55405,Monday: 10:00??AM??€?€?:00??PM; Tuesday: 10:00??AM??€?€?:00??PM; Wednesday: 10:00??AM??€?€?:00??PM; Thursday: 10:00??AM??€?€?:00??PM; Friday: 10:00??AM??€?€?:00??PM; Saturday: 10:00??AM??€?€?:00??PM; Sunday: 10:00??AM??€?€?:00??PM,Breakfast,1,http://www.senchateabar.com/,,,2025/8/19
